Country Degree Closeness Betweenness
DZA 0.0784313725490196 0.24434389140271495 0.008091503267973855
HND 0.0196078431372549 0.24913494809688586 0.0
USA 0.29411764705882354 0.37928007023705007 0.3273986928104575
DOM 0.0 0.0 0.0
ISR 0.0784313725490196 0.25668449197860965 0.001176470588235294
TWN 0.0196078431372549 0.0196078431372549 0.0
DEU 0.09803921568627451 0.2516016307513104 0.014901960784313726
PER 0.0 0.0 0.0
IDN 0.0196078431372549 0.18823529411764706 0.0
GBR 0.0 0.0 0.0
CAN 0.0196078431372549 0.18823529411764706 0.0
CRI 0.0 0.0 0.0
COL 0.09803921568627451 0.2887700534759359 0.07924183006535947
NGA 0.058823529411764705 0.22488287350338368 0.0
KOR 0.0196078431372549 0.1682898324892871 0.0
BEL 0.0392156862745098 0.23101604278074866 0.027450980392156862
MYS 0.0196078431372549 0.14774281805745557 0.0
PRK 0.0 0.0 0.0
PSE 0.0392156862745098 0.2516016307513104 0.0
PRT 0.0 0.0 0.0
ECU 0.0196078431372549 0.18823529411764706 0.0
NLD 0.058823529411764705 0.24434389140271495 0.05333333333333333
PRY 0.0196078431372549 0.1427627230667548 0.0
FRA 0.11764705882352941 0.3025210084033613 0.06186928104575165
ESP 0.0 0.0 0.0
IRQ 0.0196078431372549 0.24913494809688586 0.0
SLV 0.0196078431372549 0.0196078431372549 0.0
AFG 0.0 0.0 0.0
CHL 0.0784313725490196 0.21906693711967548 0.050954248366013075
GTM 0.0 0.0 0.0
CHN 0.09803921568627451 0.29548563611491113 0.03980392156862745
UKR 0.0392156862745098 0.18548733361957923 0.027450980392156862
IRL 0.0 0.0 0.0
CUB 0.0784313725490196 0.2516016307513104 0.01318954248366013
IRN 0.0196078431372549 0.24913494809688586 0.0
RUS 0.0392156862745098 0.25411764705882356 0.027450980392156862
VEN 0.0784313725490196 0.2762148337595908 0.0054901960784313735
URY 0.0392156862745098 0.2762148337595908 0.02196078431372549
VAT 0.058823529411764705 0.17770464829288363 0.029411764705882353
SYC 0.0196078431372549 0.21354424122590213 0.0
MAR 0.0 0.0 0.0
JPN 0.0 0.0 0.0
NIC 0.0392156862745098 0.2732447817836812 0.061542483660130716
TUR 0.0392156862745098 0.2516016307513104 0.0
ITA 0.0196078431372549 0.17525354969574036 0.0
SYR 0.0392156862745098 0.2516016307513104 0.0
ARG 0.13725490196078433 0.3300229182582124 0.15592156862745096
IND 0.0196078431372549 0.21001458434613518 0.0
BOL 0.0392156862745098 0.21906693711967548 0.004705882352941176
MEX 0.0392156862745098 0.21719457013574664 0.02786928104575163
BRA 0.11764705882352941 0.25411764705882356 0.06196078431372549
AUT 0.0 0.0 0.0
