Country Degree Closeness Betweenness
DZA 0.14814814814814814 0.19753086419753085 0.07977207977207977
QAT 0.037037037037037035 0.037037037037037035 0.0
EGY 0.037037037037037035 0.09876543209876543 0.0
USA 0.07407407407407407 0.16666666666666666 0.0
ISR 0.1111111111111111 0.1568627450980392 0.05698005698005698
UKR 0.1111111111111111 0.17777777777777778 0.03133903133903134
LKA 0.0 0.0 0.0
CAN 0.037037037037037035 0.037037037037037035 0.0
PSE 0.07407407407407407 0.12403100775193798 0.03133903133903134
LBY 0.0 0.0 0.0
MYS 0.0 0.0 0.0
SAU 0.037037037037037035 0.037037037037037035 0.0
LBN 0.07407407407407407 0.14814814814814814 0.0
FRA 0.037037037037037035 0.13008130081300812 0.0
ESP 0.037037037037037035 0.11851851851851851 0.0
CHL 0.0 0.0 0.0
IRN 0.0 0.0 0.0
SSD 0.037037037037037035 0.037037037037037035 0.0
VEN 0.0 0.0 0.0
ESH 0.037037037037037035 0.11851851851851851 0.0
MAR 0.1111111111111111 0.1568627450980392 0.05982905982905983
TUR 0.0 0.0 0.0
ITA 0.037037037037037035 0.037037037037037035 0.0
SYR 0.1111111111111111 0.19047619047619047 0.09116809116809117
TUN 0.0 0.0 0.0
IND 0.0 0.0 0.0
RUS 0.14814814814814814 0.21333333333333332 0.10256410256410257
SDN 0.037037037037037035 0.037037037037037035 0.0
